class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
correct,0.5476420521736145,0.2997135519981384,0.047692276537418365,0.9799796938896179,0.5478606224060059,0.28482338786125183,0.0541958212852478,0.9811891317367554,0.549310564994812,0.2852005362510681,0.05416595935821533,0.9797192811965942,0.5507489442825317,0.2853168547153473,0.05412275344133377,0.982886016368866,0.5429606437683105,0.28273090720176697,0.0160386860370636,0.9841753244400024,0.5404596924781799,0.2819148004055023,0.016136111691594124,0.9821265339851379,0.5380000472068787,0.28100311756134033,0.01607785001397133,0.9829564094543457,0.543709933757782,0.2908490002155304,0.0967281386256218,0.9857836365699768,0.5286546349525452,0.28791239857673645,-0.07988947629928589,0.9852208495140076,0.5463145971298218,0.3172370195388794,0.06798487156629562,0.9845876097679138,0.5399490594863892,0.3156971335411072,0.01880292408168316,0.9838884472846985,0.5001577138900757,0.4009599983692169,0.1816723346710205,0.993236780166626,0.5138808488845825,0.3853566348552704,-0.20321297645568848,0.99530029296875,0.47091516852378845,0.5797398686408997,0.20558030903339386,0.3363317847251892,0.5209542512893677,0.5622408390045166,-0.23726019263267517,0.8596116900444031,0.49476495385169983,0.6611900925636292,0.13046060502529144,0.12348827719688416,0.5617316961288452,0.7005416750907898,-0.14223307371139526,0.7043082118034363,0.49868202209472656,0.6953191757202148,0.11650693416595459,0.11398746073246002,0.5682427287101746,0.7377303838729858,-0.15753872692584991,0.6541255712509155,0.5029469728469849,0.6901509761810303,0.09523241221904755,0.11503146588802338,0.5734645128250122,0.7336245179176331,-0.15654867887496948,0.6457164883613586,0.5013310313224792,0.6800132393836975,0.1145615428686142,0.11676456034183502,0.569317638874054,0.7192822694778442,-0.1379092037677765,0.611544132232666,0.5063632130622864,0.7316250205039978,0.11431678384542465,0.988350510597229,0.5187007188796997,0.7373660802841187,-0.11413433402776718,0.9873105883598328,0.5158377885818481,0.9445086121559143,0.10086087137460709,0.3299735486507416,0.5139880180358887,0.9635320901870728,-0.0927353948354721,0.45340418815612793,0.5000693202018738,1.1943169832229614,0.1696750819683075,0.1720740795135498,0.49050599336624146,1.2240952253341675,-0.05043894052505493,0.2519141733646393,0.48790469765663147,1.234238862991333,0.17078374326229095,0.22030743956565857,0.47416725754737854,1.267804503440857,-0.047761060297489166,0.35762372612953186,0.5252410173416138,1.2484118938446045,0.10871089994907379,0.15431024134159088,0.5227871537208557,1.2708791494369507,-0.13063375651836395,0.20750054717063904
correct,0.5349636077880859,0.3039589524269104,0.01021801121532917,0.983695924282074,0.5379694104194641,0.2906588315963745,0.022341739386320114,0.9846478700637817,0.5398117899894714,0.2911895513534546,0.02229190431535244,0.9834321737289429,0.5417639017105103,0.2916140854358673,0.022252589464187622,0.9860185980796814,0.5321563482284546,0.28880980610847473,-0.010241333395242691,0.9870770573616028,0.5297072529792786,0.28824886679649353,-0.010154183022677898,0.9853951334953308,0.5272881984710693,0.287609726190567,-0.010225901380181313,0.9860808849334717,0.5389946699142456,0.29819273948669434,0.09832257777452469,0.9883206486701965,0.5205969214439392,0.294508159160614,-0.051820237189531326,0.9879440665245056,0.5352362394332886,0.32082363963127136,0.04204370453953743,0.9873895049095154,0.5276002287864685,0.3191450834274292,-0.00028278291574679315,0.9868520498275757,0.5004936456680298,0.400836318731308,0.20147736370563507,0.9942496418952942,0.5071004629135132,0.38458138704299927,-0.13323764503002167,0.996170699596405,0.49966007471084595,0.5672824382781982,0.2244236171245575,0.3033592700958252,0.5117904543876648,0.5477671027183533,-0.16981562972068787,0.8807536363601685,0.5098689794540405,0.6689534783363342,0.14408594369888306,0.12833352386951447,0.5463503003120422,0.6952265501022339,-0.12038455158472061,0.7368113398551941,0.5085563659667969,0.7163965702056885,0.1281833052635193,0.12085924297571182,0.5497108697891235,0.7349275946617126,-0.13573960959911346,0.6857720613479614,0.5104717016220093,0.7107593417167664,0.10490284860134125,0.12262022495269775,0.5531677007675171,0.7323353290557861,-0.1362062692642212,0.6777216196060181,0.508346676826477,0.6976229548454285,0.1283760815858841,0.12361464649438858,0.5498168468475342,0.7187265157699585,-0.11615629494190216,0.6439176797866821,0.5067322254180908,0.7237522602081299,0.1097479835152626,0.9878331422805786,0.5128718018531799,0.7187114357948303,-0.10974165052175522,0.9876506328582764,0.5057262182235718,0.942776083946228,0.047238510102033615,0.31824222207069397,0.5066226124763489,0.9702467322349548,-0.12133076041936874,0.48284006118774414,0.4956749379634857,1.189335584640503,0.10282556712627411,0.15792050957679749,0.4833033084869385,1.2128026485443115,-0.08823699504137039,0.2607042193412781,0.48397842049598694,1.2258340120315552,0.10139892995357513,0.21497014164924622,0.46749910712242126,1.2520945072174072,-0.08875635266304016,0.3710743486881256,0.522264838218689,1.2443811893463135,0.012002903036773205,0.14461413025856018,0.51075279712677,1.2664973735809326,-0.19710597395896912,0.21708211302757263
correct,0.5348106622695923,0.304695725440979,-0.04950087517499924,0.9866865277290344,0.5356458425521851,0.2904213070869446,-0.03364820033311844,0.9874207973480225,0.5369712710380554,0.29077601432800293,-0.033692292869091034,0.9864068627357483,0.5384033918380737,0.29104265570640564,-0.03371671959757805,0.9885246157646179,0.5306708216667175,0.28914743661880493,-0.06723172962665558,0.989399254322052,0.5282606482505798,0.28876563906669617,-0.06715981662273407,0.9880183339118958,0.5257644653320312,0.2882517874240875,-0.06718306988477707,0.9885905385017395,0.5343269109725952,0.2979685366153717,0.05794728547334671,0.9903122782707214,0.517281174659729,0.29437634348869324,-0.09286336600780487,0.9901388883590698,0.5344255566596985,0.3220365345478058,-0.011067022569477558,0.9896352887153625,0.5284454822540283,0.3207518756389618,-0.05440661311149597,0.9892391562461853,0.5002611875534058,0.4003789722919464,0.18832848966121674,0.9950878024101257,0.5042985677719116,0.38437384366989136,-0.18595275282859802,0.9968818426132202,0.5005009174346924,0.5648301839828491,0.21839575469493866,0.2612777650356293,0.5114631652832031,0.5525495409965515,-0.2344047576189041,0.8998183608055115,0.5128425359725952,0.6719515323638916,0.11675067245960236,0.1212194636464119,0.5488759875297546,0.6937643885612488,-0.20255978405475616,0.7682940363883972,0.5134411454200745,0.719330906867981,0.10247602313756943,0.11793027818202972,0.5536071062088013,0.7337093949317932,-0.2306751310825348,0.7188312411308289,0.5165411233901978,0.7139764428138733,0.07592392712831497,0.11982594430446625,0.5579858422279358,0.7276378273963928,-0.22812631726264954,0.7112540006637573,0.5136972069740295,0.7016097903251648,0.09949345886707306,0.12089359760284424,0.5546265244483948,0.7140830755233765,-0.1991298645734787,0.677821159362793,0.5060145258903503,0.7081899642944336,0.11266344785690308,0.9873740673065186,0.5104838609695435,0.7048638463020325,-0.11251560598611832,0.9879201650619507,0.5018561482429504,0.9259039759635925,0.0732174813747406,0.29477259516716003,0.5045450329780579,0.9435320496559143,-0.12759529054164886,0.513744056224823,0.48461779952049255,1.156767725944519,0.13370178639888763,0.14190678298473358,0.4739340841770172,1.1829588413238525,-0.10079705715179443,0.27285000681877136,0.4713934361934662,1.190807580947876,0.13381388783454895,0.2030237317085266,0.45381274819374084,1.220822811126709,-0.10099482536315918,0.3828609585762024,0.5153786540031433,1.2190167903900146,0.06317262351512909,0.1353851556777954,0.51189124584198,1.241683840751648,-0.19714461266994476,0.23302948474884033
correct,0.5338486433029175,0.3041650652885437,-0.21503159403800964,0.9890322089195251,0.5338484644889832,0.2889924645423889,-0.18912635743618011,0.9895654320716858,0.5350557565689087,0.2892909348011017,-0.18911069631576538,0.9886981844902039,0.5361612439155579,0.2894919216632843,-0.1890999674797058,0.9904450178146362,0.5278977155685425,0.2879236936569214,-0.21356436610221863,0.9912051558494568,0.524582028388977,0.2876425087451935,-0.2135639637708664,0.9900705218315125,0.5207915306091309,0.2872421443462372,-0.21350634098052979,0.990572452545166,0.5298885107040405,0.2964088022708893,-0.05062021687626839,0.9916914105415344,0.5096873044967651,0.2936301827430725,-0.15884537994861603,0.9918869733810425,0.5333963632583618,0.3224911391735077,-0.15963362157344818,0.9913343787193298,0.5266267657279968,0.3212851285934448,-0.19009098410606384,0.9911209344863892,0.49910587072372437,0.40037497878074646,0.12541069090366364,0.9953575134277344,0.4985616207122803,0.38767150044441223,-0.21985426545143127,0.9974545240402222,0.4986904561519623,0.5648263692855835,0.1461457759141922,0.22049736976623535,0.5058791041374207,0.5591070652008057,-0.23426318168640137,0.9153826236724854,0.5120532512664795,0.6738492250442505,0.021568795666098595,0.11435186117887497,0.549353301525116,0.693917989730835,-0.18671967089176178,0.7920433878898621,0.5122451782226562,0.7132351994514465,-0.00027355956262908876,0.11600412428379059,0.5569490194320679,0.7346470355987549,-0.2120116949081421,0.742289662361145,0.5157430768013,0.7073360085487366,-0.023230958729982376,0.11803345382213593,0.5621601343154907,0.7277211546897888,-0.21341665089130402,0.7349154353141785,0.5131994485855103,0.6961411237716675,0.005039393436163664,0.11884228885173798,0.5579478144645691,0.7126129865646362,-0.18401369452476501,0.7027059197425842,0.5054342746734619,0.7115360498428345,0.11630138009786606,0.9827324748039246,0.5082546472549438,0.7100428342819214,-0.11613341420888901,0.9865621328353882,0.49927106499671936,0.9216787815093994,0.12801912426948547,0.25891873240470886,0.5058833360671997,0.9302374124526978,-0.11486423015594482,0.5304836630821228,0.4799521565437317,1.1374777555465698,0.19928745925426483,0.126698836684227,0.4771188795566559,1.1700396537780762,-0.07103341817855835,0.280304491519928,0.4676573872566223,1.1756242513656616,0.1997358500957489,0.1900024712085724,0.45810580253601074,1.209736704826355,-0.06771711260080338,0.38612693548202515,0.5148330926895142,1.1788926124572754,0.14537158608436584,0.12640294432640076,0.5231634974479675,1.217214822769165,-0.16163255274295807,0.24087557196617126
correct,0.5328522324562073,0.3036026954650879,-0.2716374099254608,0.9901151657104492,0.5331771969795227,0.28881919384002686,-0.2463255673646927,0.9905810952186584,0.5346994400024414,0.28895846009254456,-0.24630466103553772,0.9897879958152771,0.5359981060028076,0.28905242681503296,-0.2463066130876541,0.9913495182991028,0.5257702469825745,0.2870608866214752,-0.26980850100517273,0.9920651912689209,0.5217123627662659,0.2863219082355499,-0.2698398530483246,0.9910436868667603,0.5171700119972229,0.2855836749076843,-0.26980486512184143,0.9914965033531189,0.5297927260398865,0.2960745394229889,-0.101728156208992,0.9924152493476868,0.5045188665390015,0.2924472391605377,-0.20511284470558167,0.992684006690979,0.5329344272613525,0.3218268156051636,-0.21363648772239685,0.9921419024467468,0.5247311592102051,0.3206694722175598,-0.24308571219444275,0.9919780492782593,0.5012716054916382,0.4002370536327362,0.08369819819927216,0.9954580068588257,0.49403220415115356,0.3874933123588562,-0.24736574292182922,0.9976977109909058,0.5040539503097534,0.5625766515731812,0.12419027090072632,0.21024365723133087,0.5014150738716125,0.561147928237915,-0.25932466983795166,0.9226471781730652,0.51944899559021,0.6764088273048401,0.012881951406598091,0.12657099962234497,0.5486639142036438,0.6964354515075684,-0.25222063064575195,0.8065556287765503,0.5238615274429321,0.7218945622444153,-0.0074720801785588264,0.12817297875881195,0.5565531253814697,0.7385343909263611,-0.28315305709838867,0.7567937970161438,0.5255608558654785,0.7164961695671082,-0.03399193286895752,0.1307358294725418,0.5627896785736084,0.7297505736351013,-0.28805965185165405,0.7499861121177673,0.5221254229545593,0.7029786109924316,-0.004127138294279575,0.13056622445583344,0.5584307312965393,0.7132295370101929,-0.2514800429344177,0.7193436622619629,0.5063177943229675,0.7046356797218323,0.1116248369216919,0.9815876483917236,0.5025332570075989,0.7034953236579895,-0.11160554736852646,0.9866233468055725,0.5003734827041626,0.9135267734527588,0.12082316726446152,0.2452487200498581,0.503390371799469,0.923924446105957,-0.11024538427591324,0.5275276899337769,0.4816804826259613,1.1291645765304565,0.2000473439693451,0.12264103442430496,0.47893327474594116,1.1588499546051025,-0.05940995737910271,0.2820986807346344,0.4692968726158142,1.1648764610290527,0.20107050240039825,0.18762046098709106,0.46037474274635315,1.1985969543457031,-0.05881647393107414,0.3806135654449463,0.5153166055679321,1.1785310506820679,0.13869516551494598,0.12523002922534943,0.5230944156646729,1.2088801860809326,-0.1523815244436264,0.24411551654338837
correct,0.5276943445205688,0.30196940898895264,-0.2798116207122803,0.9919818043708801,0.5289851427078247,0.2842491567134857,-0.2519865036010742,0.9923485517501831,0.5309827923774719,0.2848822772502899,-0.2519572377204895,0.9916930794715881,0.5327117443084717,0.2853964567184448,-0.2519611418247223,0.9929496049880981,0.5203308463096619,0.28090208768844604,-0.27627259492874146,0.9935573935508728,0.5158129930496216,0.2794437110424042,-0.27630186080932617,0.9927289485931396,0.5110937356948853,0.27813366055488586,-0.27626651525497437,0.9930973052978516,0.5267879962921143,0.2929005026817322,-0.09727539122104645,0.9937558770179749,0.49780911207199097,0.28575441241264343,-0.20461483299732208,0.9940636157989502,0.5283541083335876,0.3209487795829773,-0.21789030730724335,0.9935860633850098,0.5184670090675354,0.31941527128219604,-0.24833762645721436,0.9934781193733215,0.5015885829925537,0.3983531892299652,0.09740732610225677,0.9959481954574585,0.4864526689052582,0.3872031271457672,-0.2497747242450714,0.9981224536895752,0.5036781430244446,0.5614368319511414,0.14418962597846985,0.1923695206642151,0.4936308264732361,0.5711724758148193,-0.2612302899360657,0.9358295202255249,0.520247757434845,0.6786602139472961,0.0365690216422081,0.15062694251537323,0.5456083416938782,0.7048237919807434,-0.2460107058286667,0.8354644179344177,0.5237807035446167,0.7284644842147827,0.017785361036658287,0.1512121558189392,0.5552454590797424,0.7484661340713501,-0.2770993411540985,0.7878209352493286,0.5259405970573425,0.7227439284324646,-0.00932803563773632,0.15480825304985046,0.5618648529052734,0.7400893568992615,-0.2831120193004608,0.7821504473686218,0.522727906703949,0.7079122066497803,0.01934765838086605,0.15257641673088074,0.5572730898857117,0.7226535081863403,-0.24541032314300537,0.7544602155685425,0.505927562713623,0.7066253423690796,0.10893481969833374,0.9819612503051758,0.4982665479183197,0.7051457762718201,-0.10890598595142365,0.9874536991119385,0.4985705018043518,0.921545684337616,0.11317584663629532,0.23972533643245697,0.49690794944763184,0.9345539808273315,-0.11067302525043488,0.5445446372032166,0.48268359899520874,1.1503061056137085,0.1912100613117218,0.12647996842861176,0.47724515199661255,1.1731873750686646,-0.048318494111299515,0.30024901032447815,0.47007322311401367,1.1865856647491455,0.19187045097351074,0.19720794260501862,0.46039262413978577,1.2124348878860474,-0.04767027869820595,0.3795187771320343,0.5158791542053223,1.202146053314209,0.12615284323692322,0.1368257999420166,0.5168755650520325,1.2237746715545654,-0.1567663997411728,0.26775333285331726
correct,0.5250447988510132,0.28413668274879456,-0.2139933556318283,0.9934766888618469,0.527396559715271,0.26514437794685364,-0.1895618736743927,0.9937459826469421,0.5295642614364624,0.2662724256515503,-0.18957263231277466,0.9931834936141968,0.5313971638679504,0.26729896664619446,-0.18958160281181335,0.9941944479942322,0.5177044868469238,0.2611333131790161,-0.22025127708911896,0.9947398900985718,0.5130882859230042,0.25954586267471313,-0.22024302184581757,0.9940627217292786,0.508251965045929,0.2578691840171814,-0.22026900947093964,0.9943661093711853,0.5247460603713989,0.2768424451351166,-0.05410049483180046,0.9947414398193359,0.4948180615901947,0.26479703187942505,-0.18897341191768646,0.9951618909835815,0.5247491002082825,0.3066568672657013,-0.15889278054237366,0.9947437644004822,0.513985276222229,0.3033503293991089,-0.1979239284992218,0.9946857690811157,0.5012339353561401,0.3906073272228241,0.11475423723459244,0.9964367747306824,0.47461724281311035,0.3814876973628998,-0.24525943398475647,0.9984673261642456,0.5029525756835938,0.5626500844955444,0.1566171646118164,0.17691828310489655,0.4866611063480377,0.5784501433372498,-0.2697935104370117,0.9458153247833252,0.5229149460792542,0.697509229183197,0.053858786821365356,0.16279862821102142,0.5394226312637329,0.7184751629829407,-0.2614770233631134,0.8572782278060913,0.529862105846405,0.7531599998474121,0.03472888469696045,0.16366836428642273,0.5489243865013123,0.7650495767593384,-0.2953406274318695,0.8112847208976746,0.5316405892372131,0.7490905523300171,0.006068222224712372,0.16783428192138672,0.5562666654586792,0.7601698040962219,-0.3057449162006378,0.8066078424453735,0.526997447013855,0.7284692525863647,0.035883888602256775,0.1651015728712082,0.5512571334838867,0.7406338453292847,-0.2631070911884308,0.780724048614502,0.500852108001709,0.7081833481788635,0.10862382501363754,0.9838101267814636,0.4879516065120697,0.71030592918396,-0.10856415331363678,0.988860547542572,0.4941743314266205,0.9273954033851624,0.122275210916996,0.2538882791996002,0.4816584587097168,0.9378731846809387,-0.09726518392562866,0.559122622013092,0.4706800878047943,1.1557170152664185,0.21726882457733154,0.13983307778835297,0.45896634459495544,1.1793859004974365,-0.00985410250723362,0.32720890641212463,0.45524436235427856,1.1924043893814087,0.22007736563682556,0.2195824384689331,0.44302502274513245,1.2189886569976807,-0.007733963429927826,0.3930937349796295,0.4985867142677307,1.2117985486984253,0.14265574514865875,0.15878254175186157,0.4927927553653717,1.2289961576461792,-0.12243561446666718,0.30385643243789673
correct,0.5225890874862671,0.2746797502040863,-0.27308255434036255,0.9941089749336243,0.5250091552734375,0.2534593343734741,-0.24400003254413605,0.9943315386772156,0.52742999792099,0.2544385492801666,-0.24400587379932404,0.9937959909439087,0.5294858813285828,0.2554144561290741,-0.24402065575122833,0.9946935176849365,0.5144192576408386,0.2494889795780182,-0.27357444167137146,0.9952400922775269,0.5094851851463318,0.247786283493042,-0.2735882103443146,0.9946273565292358,0.5042613744735718,0.24613386392593384,-0.2736237347126007,0.9949051737785339,0.5226529240608215,0.2639610767364502,-0.0921158492565155,0.9950725436210632,0.49062174558639526,0.2527398467063904,-0.22312669456005096,0.9956293702125549,0.5225066542625427,0.2984609007835388,-0.2128489911556244,0.9952114224433899,0.5104241967201233,0.2944822907447815,-0.250266969203949,0.9951945543289185,0.5003917813301086,0.3863775432109833,0.09159285575151443,0.9965243935585022,0.4671134352684021,0.38139334321022034,-0.2758304476737976,0.9986130595207214,0.502717137336731,0.5627208948135376,0.13595645129680634,0.16643738746643066,0.48037752509117126,0.5879908800125122,-0.29227402806282043,0.9504904747009277,0.5215849280357361,0.6954956650733948,0.02918064221739769,0.1602625995874405,0.5357327461242676,0.7255776524543762,-0.27643972635269165,0.8675906658172607,0.5273476839065552,0.7476235032081604,0.009154020808637142,0.16131751239299774,0.545248806476593,0.7731003761291504,-0.31081539392471313,0.8224120736122131,0.5295585989952087,0.7424672245979309,-0.015543842688202858,0.1654711812734604,0.5529845356941223,0.7664169073104858,-0.32094448804855347,0.8181874752044678,0.5255432724952698,0.7240362167358398,0.012608567252755165,0.16270679235458374,0.5484170913696289,0.7463162541389465,-0.2777509093284607,0.7935495376586914,0.49902406334877014,0.7113772034645081,0.10841232538223267,0.9841828942298889,0.48093122243881226,0.7164095640182495,-0.10835249722003937,0.9891890287399292,0.491239458322525,0.9266124367713928,0.14961844682693481,0.2544476389884949,0.4833003580570221,0.9393278956413269,-0.07512760907411575,0.5591598153114319,0.4735257029533386,1.1534422636032104,0.2845652401447296,0.14122574031352997,0.45995956659317017,1.1808631420135498,0.05014453083276749,0.3280349373817444,0.4591825604438782,1.1911059617996216,0.2903905212879181,0.22342725098133087,0.4428249001502991,1.2208969593048096,0.05631159991025925,0.3960254490375519,0.4990820288658142,1.2049800157546997,0.21599917113780975,0.16298362612724304,0.49789494276046753,1.2267844676971436,-0.05939418077468872,0.3096593916416168
correct,0.5174062848091125,0.2570653259754181,-0.26797741651535034,0.9951872229576111,0.519143283367157,0.23275025188922882,-0.23928630352020264,0.9953079223632812,0.5216986536979675,0.23364056646823883,-0.23933331668376923,0.9948130249977112,0.5239366292953491,0.2346738874912262,-0.23936375975608826,0.9955123662948608,0.5078747272491455,0.22936001420021057,-0.26718515157699585,0.9960712194442749,0.5026031732559204,0.22782301902770996,-0.2671830654144287,0.9955693483352661,0.49693813920021057,0.2263665348291397,-0.26722052693367004,0.9958029389381409,0.5176030993461609,0.24413903057575226,-0.09079660475254059,0.9955638647079468,0.4832020401954651,0.23415449261665344,-0.21458658576011658,0.9964099526405334,0.5176841020584106,0.2838725745677948,-0.20911498367786407,0.9960116744041443,0.5054999589920044,0.2790029048919678,-0.2443878948688507,0.9960587024688721,0.49896901845932007,0.3746260702610016,0.0852200835943222,0.9967993497848511,0.4545316696166992,0.36883544921875,-0.2651701867580414,0.9988614916801453,0.4988439977169037,0.5520513653755188,0.12846966087818146,0.15971142053604126,0.46517735719680786,0.5825200080871582,-0.29005497694015503,0.9586651921272278,0.5196511149406433,0.6967963576316833,0.01707710698246956,0.17440009117126465,0.5214287638664246,0.7354808449745178,-0.31818822026252747,0.8869689702987671,0.5251456499099731,0.7529159784317017,-0.006200817413628101,0.17253237962722778,0.5275155901908875,0.7836382389068604,-0.3608897626399994,0.8440539240837097,0.5277063846588135,0.7481534481048584,-0.034348826855421066,0.17752428352832794,0.5351575613021851,0.7743187546730042,-0.37381356954574585,0.8407224416732788,0.5240755677223206,0.7239298224449158,-0.0007964929682202637,0.17503699660301208,0.532105028629303,0.7545737624168396,-0.32184866070747375,0.81866854429245,0.48731788992881775,0.7032178044319153,0.10509494692087173,0.9851446151733398,0.46772509813308716,0.7102829813957214,-0.10505028069019318,0.9899829030036926,0.4873567223548889,0.9264984130859375,0.12208986282348633,0.23963090777397156,0.4772416651248932,0.963437557220459,-0.08319806307554245,0.5426539778709412,0.47219380736351013,1.1558690071105957,0.2371302843093872,0.13491719961166382,0.4493933618068695,1.1799691915512085,0.018791113048791885,0.3229849338531494,0.4584137499332428,1.1946697235107422,0.24033300578594208,0.21910376846790314,0.43129366636276245,1.2235108613967896,0.02250743843615055,0.3913007378578186,0.5047963261604309,1.2127408981323242,0.17891043424606323,0.15991948544979095,0.48857665061950684,1.2285584211349487,-0.09854939579963684,0.3126128911972046
correct,0.506195604801178,0.2446242719888687,-0.2689366936683655,0.9964284300804138,0.5072614550590515,0.22052006423473358,-0.23841695487499237,0.9964378476142883,0.5098570585250854,0.2211814671754837,-0.238484188914299,0.9959753155708313,0.5122069120407104,0.221951425075531,-0.2385316789150238,0.9964452385902405,0.49555152654647827,0.21771129965782166,-0.26558706164360046,0.9970359802246094,0.49025124311447144,0.21633216738700867,-0.26559144258499146,0.9966609477996826,0.48438701033592224,0.21528741717338562,-0.265643835067749,0.9968478083610535,0.5059821009635925,0.23176799714565277,-0.08464321494102478,0.996101975440979,0.4708247780799866,0.2240137904882431,-0.20470042526721954,0.9973223805427551,0.5070458054542542,0.27170538902282715,-0.2090296447277069,0.9969465732574463,0.4952124059200287,0.2683034837245941,-0.24311845004558563,0.9970656633377075,0.48913589119911194,0.36740607023239136,0.09165501594543457,0.9970269799232483,0.44436150789260864,0.3662210702896118,-0.2564489543437958,0.9991440176963806,0.49010032415390015,0.5506423711776733,0.1339070051908493,0.13834616541862488,0.4514610171318054,0.5829546451568604,-0.28394779562950134,0.9678917527198792,0.5113993883132935,0.6925655007362366,0.014176636934280396,0.16897596418857574,0.5056895017623901,0.7538812160491943,-0.3195123076438904,0.9078076481819153,0.5191848278045654,0.7473760843276978,-0.011198856867849827,0.16811391711235046,0.513022243976593,0.8029102087020874,-0.36332404613494873,0.8658967018127441,0.5202614068984985,0.7402580976486206,-0.03942152112722397,0.1738506704568863,0.5205999612808228,0.7901440262794495,-0.37657615542411804,0.8638167977333069,0.5162893533706665,0.7151836156845093,-0.003997549414634705,0.17185074090957642,0.5176319479942322,0.7702484130859375,-0.3236817419528961,0.8450672626495361,0.4822362959384918,0.7096354365348816,0.10131927579641342,0.9859455227851868,0.46425700187683105,0.7167925238609314,-0.10124244540929794,0.9904864430427551,0.4815968871116638,0.949135422706604,0.1286124736070633,0.2235441505908966,0.47393798828125,0.9744828939437866,-0.07731251418590546,0.5178967714309692,0.4635884761810303,1.169118881225586,0.25329020619392395,0.12721647322177887,0.4460762143135071,1.1942906379699707,0.03849226236343384,0.30569690465927124,0.4509209096431732,1.2079607248306274,0.2571280598640442,0.21481944620609283,0.42843112349510193,1.2389194965362549,0.0432095006108284,0.39128899574279785,0.49921050667762756,1.2229268550872803,0.17534179985523224,0.15335579216480255,0.48331570625305176,1.2402360439300537,-0.07844720780849457,0.3066219687461853
