class,x0,y0,z0,v0,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,left_elbow_ang,right_elbow_ang,left_lean_ang,right_lean_ang,left_shoulder_ang,right_shoulder_ang,left_elbow_hip_dist,right_elbow_hip_dist
correct,0.40424710512161255,0.8189622163772583,0.45555269718170166,0.9997543096542358,0.40977051854133606,0.8289917707443237,0.5009071826934814,0.9998523592948914,0.408371239900589,0.8283743858337402,0.5006288290023804,0.99982750415802,0.4071120023727417,0.8279682397842407,0.5003212690353394,0.9998903274536133,0.41932475566864014,0.8317723274230957,0.4519287049770355,0.9997867345809937,0.42426997423171997,0.8340344429016113,0.451799213886261,0.9996879696846008,0.42827919125556946,0.8359347581863403,0.45145532488822937,0.9998066425323486,0.4326457977294922,0.8256808519363403,0.6452745199203491,0.9998463988304138,0.4518100917339325,0.8319398760795593,0.41193273663520813,0.9997689127922058,0.40988433361053467,0.8053533434867859,0.5052267909049988,0.9992969632148743,0.4281292259693146,0.813450038433075,0.43725451827049255,0.9992409348487854,0.47235849499702454,0.7765724658966064,0.6649678945541382,0.9993212223052979,0.5168688297271729,0.8184804916381836,0.24924135208129883,0.9997406601905823,0.47466403245925903,0.7543600797653198,0.8795103430747986,0.16520749032497406,0.4825746417045593,0.8258000612258911,0.39280587434768677,0.7507089972496033,0.4430786967277527,0.7832318544387817,1.0730032920837402,0.15938876569271088,0.4190329611301422,0.8199793100357056,0.9857391715049744,0.302700012922287,0.43336132168769836,0.7857539057731628,1.101704716682434,0.20209291577339172,0.3873375952243805,0.8284657597541809,1.0825949907302856,0.25153011083602905,0.4345429241657257,0.7929415106773376,1.1103466749191284,0.20633374154567719,0.40805092453956604,0.8120120763778687,1.0833896398544312,0.2397937774658203,0.441737562417984,0.7925084829330444,1.0765371322631836,0.20101314783096313,0.41470059752464294,0.811150848865509,1.0074918270111084,0.28629088401794434,0.5498131513595581,0.6349000930786133,0.14085699617862701,0.9988327622413635,0.5929596424102783,0.659451961517334,-0.14121004939079285,0.9989457130432129,0.5064772963523865,0.4774373471736908,-0.10839632153511047,0.4622785151004791,0.5447104573249817,0.4937170147895813,-0.30327579379081726,0.9393881559371948,0.45390960574150085,0.3030455708503723,-0.4131464660167694,0.5587272644042969,0.458724707365036,0.29695960879325867,-0.5882132053375244,0.9009368419647217,0.47231385111808777,0.2745090425014496,-0.4486069977283478,0.5488672256469727,0.4760337173938751,0.2712560296058655,-0.6122413873672485,0.8528798222541809,0.3479325771331787,0.2467987984418869,-0.5545885562896729,0.6460458040237427,0.35210925340652466,0.2401103675365448,-0.7272130846977234,0.8244500160217285,41.64413965026771,162.71788399216385,224.0537824869139,221.80131333817525,22.740362332533294,232.38202740556937,-7.514911890029907,-11.0385000705719
correct,0.39509984850883484,0.8145384788513184,0.45911121368408203,0.9997749924659729,0.4046812355518341,0.8281647562980652,0.504183828830719,0.9998654127120972,0.40396615862846375,0.82774817943573,0.5039066672325134,0.999842643737793,0.4033917486667633,0.8276484608650208,0.5035844445228577,0.9999001026153564,0.4149624705314636,0.8314431309700012,0.4532777965068817,0.9998052716255188,0.42063093185424805,0.8333842158317566,0.4531596302986145,0.9997154474258423,0.42598456144332886,0.8354131579399109,0.45284613966941833,0.9998236894607544,0.42996713519096375,0.8253718614578247,0.6456924676895142,0.9998599886894226,0.45123979449272156,0.8315547108650208,0.40619751811027527,0.9997901320457458,0.4079570770263672,0.8065778017044067,0.5088257789611816,0.9993575811386108,0.4236704707145691,0.81317138671875,0.43915244936943054,0.9993051290512085,0.4723694920539856,0.7770997285842896,0.6829622387886047,0.999325156211853,0.5168590545654297,0.8183720707893372,0.2469099909067154,0.9997515082359314,0.4798004925251007,0.7581025958061218,0.9242721199989319,0.1547858715057373,0.4875759184360504,0.8192014694213867,0.3833359479904175,0.7597575187683105,0.44137057662010193,0.7852222323417664,1.1654530763626099,0.15145666897296906,0.42410165071487427,0.8130043148994446,0.9544618725776672,0.3031666576862335,0.43117377161979675,0.7882800102233887,1.2068185806274414,0.1938115805387497,0.4028511047363281,0.8116148710250854,1.050896167755127,0.2513599097728729,0.43194350600242615,0.7949649691581726,1.217448115348816,0.1978542059659958,0.4135153889656067,0.8060000538825989,1.055735468864441,0.23933996260166168,0.43956220149993896,0.7944260835647583,1.1714073419570923,0.19311541318893433,0.42055273056030273,0.8053880929946899,0.9778045415878296,0.28574272990226746,0.5492517948150635,0.6346673965454102,0.14747260510921478,0.9988075494766235,0.5926733613014221,0.659403383731842,-0.14773781597614288,0.9989061951637268,0.49631452560424805,0.4766649305820465,-0.11129555106163025,0.45173779129981995,0.5441461801528931,0.4943458139896393,-0.3053582012653351,0.9420742392539978,0.4541546106338501,0.3032910227775574,-0.4147151708602905,0.552990734577179,0.45877912640571594,0.2973257303237915,-0.6039659976959229,0.9047495126724243,0.4753819704055786,0.27413439750671387,-0.45035427808761597,0.5516487956047058,0.4800228774547577,0.272518515586853,-0.6276416182518005,0.8584349155426025,0.3416471779346466,0.2467149794101715,-0.5558634400367737,0.6467941999435425,0.3464777171611786,0.24042022228240967,-0.7315667867660522,0.8307758569717407,33.426070337459336,172.80136124232743,226.88229189460657,221.88052045056992,6.995677609748098,242.88051854355152,-6.945130228996277,-10.50974428653717
correct,0.38811466097831726,0.8102151155471802,0.46172791719436646,0.9997940063476562,0.39915230870246887,0.8263468742370605,0.506681501865387,0.9998773336410522,0.3990124464035034,0.8262489438056946,0.5064093470573425,0.9998565316200256,0.39867278933525085,0.8264800906181335,0.5060885548591614,0.9999090433120728,0.41208747029304504,0.8309996724128723,0.45426806807518005,0.9998222589492798,0.41822054982185364,0.8327673077583313,0.4541560411453247,0.999740719795227,0.42255422472953796,0.83338862657547,0.4538635015487671,0.9998393654823303,0.42901718616485596,0.8248251080513,0.657690703868866,0.9998724460601807,0.451092928647995,0.8304638862609863,0.4032471477985382,0.9998095631599426,0.40567004680633545,0.8072606325149536,0.5090658664703369,0.9994127750396729,0.4206084907054901,0.8124619722366333,0.4412994384765625,0.9993631839752197,0.47219982743263245,0.7773516178131104,0.7131699323654175,0.9993184804916382,0.5177236795425415,0.8189579844474792,0.235287606716156,0.9997625946998596,0.4794623553752899,0.7496107816696167,0.9697099328041077,0.14402811229228973,0.5028448700904846,0.8333042860031128,0.3410845100879669,0.7730748653411865,0.444123238325119,0.7761070132255554,1.220162272453308,0.14212480187416077,0.42420995235443115,0.8130262494087219,0.8798127770423889,0.3143199682235718,0.43546298146247864,0.7784212231636047,1.2652790546417236,0.18301546573638916,0.40596964955329895,0.8140361905097961,0.9681338667869568,0.2585054039955139,0.43578842282295227,0.786136269569397,1.2767330408096313,0.18686768412590027,0.41365334391593933,0.8055974245071411,0.9748041033744812,0.2456815391778946,0.44335415959358215,0.7856891751289368,1.2267396450042725,0.1828177124261856,0.42062073945999146,0.8049861192703247,0.9033281803131104,0.2923637926578522,0.5491858124732971,0.6340525150299072,0.153227299451828,0.998746395111084,0.5929433703422546,0.6593612432479858,-0.15342546999454498,0.9988521933555603,0.4924076795578003,0.476708322763443,-0.11146137118339539,0.44305384159088135,0.5461503863334656,0.4966523051261902,-0.3200751543045044,0.9448696374893188,0.45505571365356445,0.3035973906517029,-0.41909053921699524,0.5464946627616882,0.4588814675807953,0.2976113557815552,-0.6332700848579407,0.9082565903663635,0.4770255982875824,0.27555006742477417,-0.45524218678474426,0.5515691041946411,0.48302319645881653,0.27342742681503296,-0.6582103371620178,0.86298006772995,0.33979925513267517,0.24678058922290802,-0.556797444820404,0.6463618278503418,0.3450258672237396,0.24045899510383606,-0.7680311799049377,0.8366791605949402,38.46778313459273,121.58371307834622,228.08859638168937,221.2795651218296,13.57573133762168,200.80885034853048,-6.97234570980072,-9.009850025177002
correct,0.38520967960357666,0.8058401942253113,0.4632028639316559,0.999812662601471,0.3953072726726532,0.8227179646492004,0.5080916881561279,0.9998887777328491,0.39518216252326965,0.8228517770767212,0.5078200697898865,0.9998698234558105,0.3951118290424347,0.8235145807266235,0.507501482963562,0.9999175667762756,0.4072592556476593,0.8266487121582031,0.4557971656322479,0.9998387098312378,0.4142336845397949,0.828482449054718,0.45568448305130005,0.9997649192810059,0.4203740358352661,0.8301708102226257,0.455396443605423,0.9998544454574585,0.42698219418525696,0.8230153918266296,0.6674361228942871,0.9998843669891357,0.45082607865333557,0.8281281590461731,0.4091242849826813,0.9998278617858887,0.3966875374317169,0.7921016216278076,0.5106031894683838,0.999466598033905,0.41971054673194885,0.8099476099014282,0.4432823061943054,0.9994210004806519,0.4717860519886017,0.775482177734375,0.7248408794403076,0.9993286728858948,0.5203132629394531,0.8190313577651978,0.23762550950050354,0.9997789263725281,0.47698819637298584,0.7441731691360474,0.9851447939872742,0.13519695401191711,0.5174497365951538,0.841485857963562,0.3258703947067261,0.789906919002533,0.44616129994392395,0.7722874879837036,1.2494211196899414,0.1343449503183365,0.42414700984954834,0.8159923553466797,0.8613438010215759,0.33606424927711487,0.4389505088329315,0.77464759349823,1.2976120710372925,0.17357316613197327,0.39882633090019226,0.8235712051391602,0.9479509592056274,0.2726902663707733,0.43942439556121826,0.7826533913612366,1.3124598264694214,0.17715395987033844,0.41198980808258057,0.8070995211601257,0.9574649930000305,0.25845539569854736,0.4471006691455841,0.7822118997573853,1.2578034400939941,0.1737658530473709,0.41981562972068787,0.8063815832138062,0.885745644569397,0.30546215176582336,0.5490015745162964,0.6320077180862427,0.15539279580116272,0.9987180233001709,0.5937342643737793,0.659021258354187,-0.15556427836418152,0.9988371133804321,0.4879319369792938,0.47681552171707153,-0.12840750813484192,0.4354512095451355,0.5470753312110901,0.49876007437705994,-0.3462093770503998,0.9479836821556091,0.4541531801223755,0.3032166361808777,-0.45569199323654175,0.5409092903137207,0.4589794874191284,0.2977597117424011,-0.6824693083763123,0.9119731187820435,0.4794917404651642,0.27511271834373474,-0.4942147135734558,0.5545960068702698,0.4869427978992462,0.27346116304397583,-0.7092400789260864,0.8680358529090881,0.33575302362442017,0.24648511409759521,-0.6033461093902588,0.6467247605323792,0.3419373035430908,0.2407064437866211,-0.8234605193138123,0.8431925773620605,38.20120367891842,81.98530555487903,229.7685045654786,220.88068533543523,18.85459585511135,162.61932622919943,-7.201337814331055,-7.628452777862549
correct,0.3869115710258484,0.8152835965156555,0.4584290385246277,0.9998294711112976,0.39714211225509644,0.8270274996757507,0.5033981800079346,0.9998989105224609,0.3967598080635071,0.8268076777458191,0.5031350255012512,0.9998815059661865,0.39634421467781067,0.8267625570297241,0.5028287768363953,0.9999251365661621,0.40843430161476135,0.8302685618400574,0.45223140716552734,0.9998534321784973,0.41497308015823364,0.8320387005805969,0.4521068334579468,0.9997864961624146,0.4222995936870575,0.8339729309082031,0.4518125653266907,0.9998679757118225,0.4267912209033966,0.8235967755317688,0.6569058895111084,0.9998947381973267,0.4508402943611145,0.8298537135124207,0.4109986126422882,0.9998441934585571,0.3983243703842163,0.8029638528823853,0.5081465840339661,0.9995140433311462,0.42030251026153564,0.8130608797073364,0.4393087327480316,0.9994734525680542,0.4717930555343628,0.7795785665512085,0.722951352596283,0.9993389248847961,0.5201267004013062,0.8209230303764343,0.25293290615081787,0.9997938871383667,0.4722827970981598,0.7590045928955078,0.9479990601539612,0.12953653931617737,0.5165748000144958,0.8407461047172546,0.3778434097766876,0.7993078231811523,0.44494810700416565,0.7945876717567444,1.1985963582992554,0.13023218512535095,0.4313986003398895,0.8169410824775696,0.9752833843231201,0.3334081172943115,0.43694397807121277,0.7982823252677917,1.2420083284378052,0.1701962649822235,0.41383102536201477,0.8195306062698364,1.0698314905166626,0.26998311281204224,0.43782827258110046,0.8051936030387878,1.2540643215179443,0.17352692782878876,0.41971808671951294,0.8073477745056152,1.074552059173584,0.2557346522808075,0.44560015201568604,0.8041759729385376,1.2057639360427856,0.17040300369262695,0.4269450008869171,0.8070572018623352,0.9984379410743713,0.30287545919418335,0.549224853515625,0.6326786875724792,0.15165503323078156,0.9987198710441589,0.593792200088501,0.6594929695129395,-0.1519220471382141,0.9988433122634888,0.4872582256793976,0.4763033986091614,-0.1264973282814026,0.4260355234146118,0.5462976694107056,0.49843907356262207,-0.34080883860588074,0.9505199193954468,0.4528815448284149,0.3031633496284485,-0.45421019196510315,0.5360178351402283,0.4591449499130249,0.29775744676589966,-0.667102575302124,0.9156469702720642,0.4797571897506714,0.27477777004241943,-0.4924223721027374,0.5580494403839111,0.4899788200855255,0.27233558893203735,-0.6934028267860413,0.8734707236289978,0.3326527774333954,0.2464182823896408,-0.6006302237510681,0.6480423212051392,0.3416338562965393,0.23961003124713898,-0.8040450811386108,0.8492971062660217,36.16762814074816,84.54386335466485,229.41085208738582,220.9593739794007,26.430373056217395,165.62979260836917,-7.694205641746521,-7.721740007400513
correct,0.3888874351978302,0.8123315572738647,0.45917627215385437,0.9998443722724915,0.39791834354400635,0.8250687718391418,0.5048204064369202,0.9999079704284668,0.39736101031303406,0.8247324228286743,0.5045595169067383,0.9998919367790222,0.39683797955513,0.8248012661933899,0.5042501091957092,0.999931812286377,0.40862134099006653,0.8277145624160767,0.4539234936237335,0.9998666048049927,0.41563740372657776,0.830485463142395,0.4537985920906067,0.9998058676719666,0.4225660562515259,0.8323930501937866,0.4534949064254761,0.9998801350593567,0.4262653589248657,0.8224879503250122,0.6592304110527039,0.9999039769172668,0.45069944858551025,0.8286565542221069,0.4156585931777954,0.9998589754104614,0.39938580989837646,0.8035006523132324,0.5097822546958923,0.9995561838150024,0.42057693004608154,0.8107665181159973,0.44065287709236145,0.9995203018188477,0.47113505005836487,0.7787127494812012,0.7075304388999939,0.9993499517440796,0.5201086401939392,0.8207958340644836,0.25989294052124023,0.9998089075088501,0.46986502408981323,0.758586585521698,0.9438784122467041,0.12360341846942902,0.519953727722168,0.8501982688903809,0.38608217239379883,0.8112042546272278,0.4441031515598297,0.7921491265296936,1.1979185342788696,0.1259017288684845,0.43108147382736206,0.8223096132278442,0.9721572399139404,0.3413224518299103,0.4356664717197418,0.7946866750717163,1.2396289110183716,0.1658422350883484,0.4095287024974823,0.8260174989700317,1.0631002187728882,0.2743716537952423,0.43676507472991943,0.802076518535614,1.2525091171264648,0.16897745430469513,0.4162314534187317,0.8114179372787476,1.0706524848937988,0.2596763074398041,0.4446329176425934,0.8015165328979492,1.2055355310440063,0.16617263853549957,0.42432901263237,0.8114862442016602,0.994044303894043,0.30706343054771423,0.5486612915992737,0.6328304409980774,0.14934532344341278,0.9987254738807678,0.5937607288360596,0.6594749689102173,-0.1496441811323166,0.9988658428192139,0.4874911606311798,0.4751511514186859,-0.1237187460064888,0.4261219799518585,0.5448273420333862,0.49827829003334045,-0.34330227971076965,0.9532151818275452,0.45062294602394104,0.3018272817134857,-0.45322826504707336,0.5406537652015686,0.4593009948730469,0.2976420819759369,-0.6721819639205933,0.9198302030563354,0.4786352217197418,0.27446845173835754,-0.491822212934494,0.5681345462799072,0.4848034679889679,0.2702166438102722,-0.6989596486091614,0.8793385624885559,0.33249348402023315,0.24137714505195618,-0.6057806611061096,0.6552329063415527,0.34233295917510986,0.23572716116905212,-0.8156970739364624,0.8560822606086731,41.11981695238709,72.87969560635203,229.19079273902935,221.42573810116556,31.598280128798002,155.7624948768749,-7.879626750946045,-7.38070011138916
correct,0.39630553126335144,0.8276441693305969,0.4934444725513458,0.9998747110366821,0.4035778045654297,0.8361144065856934,0.5334159731864929,0.999925971031189,0.4031350016593933,0.8358466029167175,0.5331705808639526,0.9999122619628906,0.4027360677719116,0.8355060815811157,0.5329312086105347,0.9999454021453857,0.41124171018600464,0.8379823565483093,0.49043285846710205,0.9998931884765625,0.4168032705783844,0.8394109606742859,0.4902835786342621,0.9998449683189392,0.42300283908843994,0.8408944010734558,0.489940345287323,0.9999048113822937,0.42881298065185547,0.8289963006973267,0.6538764238357544,0.9999217391014099,0.450698584318161,0.8315617442131042,0.4460304379463196,0.9998889565467834,0.40504786372184753,0.8177781105041504,0.5318666100502014,0.9996367692947388,0.4210454821586609,0.8205747604370117,0.47184592485427856,0.9996114373207092,0.4766610860824585,0.7870194315910339,0.6561658382415771,0.9993577003479004,0.507728636264801,0.8206369280815125,0.3039296269416809,0.9998243451118469,0.47009819746017456,0.7782683372497559,0.8819727301597595,0.11842886358499527,0.4839201271533966,0.8239052891731262,0.4829956293106079,0.8199466466903687,0.440673828125,0.8104372024536133,1.1108306646347046,0.12378904968500137,0.434892475605011,0.817973792552948,1.0516852140426636,0.32118135690689087,0.4316784739494324,0.8141508102416992,1.1466518640518188,0.16802135109901428,0.42278069257736206,0.8140203356742859,1.1432538032531738,0.25935041904449463,0.43344661593437195,0.8193755149841309,1.1561198234558105,0.17107252776622772,0.42928647994995117,0.8095188140869141,1.1377637386322021,0.2457762509584427,0.4403713047504425,0.8183712959289551,1.116378664970398,0.16693836450576782,0.43385276198387146,0.8096070289611816,1.0681147575378418,0.29355061054229736,0.5510820746421814,0.6350052356719971,0.14351099729537964,0.998723030090332,0.5864472985267639,0.6597238779067993,-0.14419659972190857,0.9988715052604675,0.5003780126571655,0.4827052652835846,-0.1045827567577362,0.4131416082382202,0.5369505286216736,0.4961979389190674,-0.3000904321670532,0.9576061367988586,0.4496168792247772,0.2971072494983673,-0.4011484384536743,0.5416785478591919,0.45928457379341125,0.2937154769897461,-0.5807262063026428,0.9282947182655334,0.4776732325553894,0.26301178336143494,-0.4368189573287964,0.5681020617485046,0.4853767156600952,0.2605128288269043,-0.6047772765159607,0.8912562131881714,0.3478352725505829,0.23592233657836914,-0.5548916459083557,0.6597985625267029,0.3576747179031372,0.23204731941223145,-0.714986264705658,0.8692126274108887,79.31676631108543,165.28519179793707,224.49855337122673,222.9081309894479,62.9528875617598,236.11558308406953,-8.098387718200684,-10.252717137336731
correct,0.38192376494407654,0.8149138689041138,0.4752329885959625,0.9999163150787354,0.38981226086616516,0.8258573412895203,0.5183347463607788,0.9999553561210632,0.3905191123485565,0.8262835741043091,0.5180027484893799,0.9999461770057678,0.39076653122901917,0.8267844319343567,0.5176506638526917,0.9999674558639526,0.39478883147239685,0.826888382434845,0.4607411324977875,0.999934732913971,0.4010542035102844,0.8282500505447388,0.4606817066669464,0.9999077320098877,0.4089120030403137,0.829855740070343,0.46042922139167786,0.9999424815177917,0.4279629588127136,0.8226739168167114,0.6627655625343323,0.9999513030052185,0.4443093240261078,0.8245867490768433,0.3796147108078003,0.9999362826347351,0.39372673630714417,0.8057980537414551,0.5247102975845337,0.9997503757476807,0.40121954679489136,0.8054341077804565,0.44630300998687744,0.9997096657752991,0.4736708402633667,0.7798146605491638,0.6857540011405945,0.9992995858192444,0.5057117938995361,0.8087081909179688,0.2338358461856842,0.9997622966766357,0.4679388105869293,0.7532572150230408,0.9144731760025024,0.08189329504966736,0.4622333347797394,0.7941604256629944,0.3847818374633789,0.790820837020874,0.42946144938468933,0.782002866268158,1.1175308227539062,0.09628662467002869,0.4085349142551422,0.7981238961219788,0.9037250280380249,0.28999388217926025,0.41867339611053467,0.7862711548805237,1.155514121055603,0.13625098764896393,0.3933131992816925,0.7952615022659302,0.999446451663971,0.23318082094192505,0.4189489483833313,0.7924726009368896,1.1621192693710327,0.13947463035583496,0.40285903215408325,0.7917095422744751,1.0089586973190308,0.21990250051021576,0.425497442483902,0.7909539937973022,1.121448040008545,0.13660302758216858,0.40829789638519287,0.7909449934959412,0.9315602779388428,0.26245763897895813,0.5452679991722107,0.6334586143493652,0.14272432029247284,0.9987433552742004,0.5781587958335876,0.6575267910957336,-0.1431930661201477,0.9988266229629517,0.49704819917678833,0.47999611496925354,-0.12259550392627716,0.4266122281551361,0.5384190678596497,0.4932071268558502,-0.29682013392448425,0.9616380929946899,0.4525146186351776,0.29636141657829285,-0.39868247509002686,0.5688749551773071,0.46001049876213074,0.2907189726829529,-0.5551741123199463,0.9422972202301025,0.4815395176410675,0.2671228051185608,-0.4323365092277527,0.5889235138893127,0.494112491607666,0.25901949405670166,-0.5765742659568787,0.9033554792404175,0.3646598160266876,0.2354293316602707,-0.558585524559021,0.6871982216835022,0.36705178022384644,0.22727064788341522,-0.6911197900772095,0.8903713226318359,65.41694948973941,157.27857336110296,223.5111696252922,219.1996021296523,38.247418702201315,97.10392002890484,-7.732918858528137,-11.592546105384827
correct,0.3704981803894043,0.8005880117416382,0.4806711971759796,0.9997736811637878,0.38295382261276245,0.8182342648506165,0.5291393995285034,0.9998992085456848,0.38475653529167175,0.8190575838088989,0.5287839770317078,0.9998751282691956,0.3870447278022766,0.8204659223556519,0.5283842086791992,0.9999290704727173,0.3906320631504059,0.8205404281616211,0.4756592810153961,0.9998591542243958,0.39683106541633606,0.8225189447402954,0.4756178855895996,0.9997941851615906,0.40286028385162354,0.8242703676223755,0.47531554102897644,0.9998693466186523,0.42372018098831177,0.821417510509491,0.6708444356918335,0.9998750686645508,0.4348106384277344,0.8235992193222046,0.4325931668281555,0.9998293519020081,0.3818472921848297,0.7856965661048889,0.5342991948127747,0.999235987663269,0.3928285539150238,0.7879397869110107,0.46154534816741943,0.998969554901123,0.47143420577049255,0.7788008451461792,0.6658016443252563,0.9988994598388672,0.48532941937446594,0.8002656698226929,0.30210480093955994,0.9994010925292969,0.46757346391677856,0.7535539865493774,0.8783352375030518,0.06033460795879364,0.44630804657936096,0.778677225112915,0.3816608488559723,0.5902780890464783,0.440677285194397,0.7753353118896484,1.0729457139968872,0.07203870266675949,0.41957512497901917,0.7869996428489685,0.8238588571548462,0.19567365944385529,0.4349392056465149,0.7788258790969849,1.1076182126998901,0.1084405928850174,0.40579864382743835,0.7901174426078796,0.8951488733291626,0.17071302235126495,0.4345318675041199,0.784622848033905,1.1184227466583252,0.1123797595500946,0.4209761619567871,0.7891653776168823,0.8924288153648376,0.1615595519542694,0.4383685886859894,0.7834054231643677,1.079304814338684,0.10983417928218842,0.4247656762599945,0.7872706651687622,0.8407663702964783,0.1946491301059723,0.546853244304657,0.6349624395370483,0.11412034183740616,0.9985028505325317,0.5653722286224365,0.6528396010398865,-0.11483597010374069,0.9985272288322449,0.5214671492576599,0.47757044434547424,-0.09158544987440109,0.3505619168281555,0.5347666144371033,0.4922177791595459,-0.21892863512039185,0.9238316416740417,0.4364371597766876,0.30122002959251404,-0.31378185749053955,0.4798363149166107,0.44517752528190613,0.3015311360359192,-0.4254542589187622,0.8919395208358765,0.44507667422294617,0.2758300006389618,-0.3396952748298645,0.5091732144355774,0.456455260515213,0.2772524952888489,-0.4445589780807495,0.837803304195404,0.3455345928668976,0.25797370076179504,-0.451070100069046,0.5938996076583862,0.36424019932746887,0.25429895520210266,-0.5647212862968445,0.80948406457901,59.69271856502841,133.7543212539193,216.83189787936516,219.2871728950308,36.3637482328598,89.54567887976202,-7.927978038787842,-11.906418204307556
correct,0.4475061297416687,0.8383346796035767,0.46863067150115967,0.9969795942306519,0.440461128950119,0.845184326171875,0.4383329451084137,0.99784916639328,0.4398817718029022,0.846197247505188,0.4384145438671112,0.9977090954780579,0.43928006291389465,0.8470556139945984,0.43833455443382263,0.9973437190055847,0.4395991563796997,0.8411544561386108,0.47125864028930664,0.9969274997711182,0.43657156825065613,0.8388923406600952,0.47129756212234497,0.9967183470726013,0.43365734815597534,0.8362113237380981,0.47106093168258667,0.9974733591079712,0.42653951048851013,0.8349086046218872,0.3268855810165405,0.9970447421073914,0.4226701855659485,0.8229039311408997,0.48120638728141785,0.9983533620834351,0.4507348835468292,0.8303505182266235,0.4271616041660309,0.9943705797195435,0.45492076873779297,0.8261954188346863,0.4707890450954437,0.9934581518173218,0.44723302125930786,0.8164011240005493,0.14671695232391357,0.9992863535881042,0.4095344841480255,0.7605540752410889,0.45532798767089844,0.9986765384674072,0.39728689193725586,0.8302245140075684,-0.022203348577022552,0.38643717765808105,0.3887806832790375,0.7312780618667603,0.40569019317626953,0.3090270459651947,0.36000970005989075,0.8038797378540039,-0.06276648491621017,0.355685293674469,0.4067206382751465,0.7233193516731262,0.25969961285591125,0.14373378455638885,0.3405444025993347,0.7983484268188477,-0.08448103070259094,0.3607903718948364,0.4120280146598816,0.7199269533157349,0.24418145418167114,0.15107156336307526,0.3448866009712219,0.787507176399231,-0.05284770950675011,0.35465967655181885,0.4046209454536438,0.715060293674469,0.21823611855506897,0.14623527228832245,0.35329946875572205,0.7886794805526733,-0.05068960413336754,0.35194966197013855,0.40076589584350586,0.7176533341407776,0.24549274146556854,0.16857470571994781,0.5695658922195435,0.6398817300796509,-0.11980832368135452,0.9993823170661926,0.5345654487609863,0.6114238500595093,0.11843939125537872,0.9993141889572144,0.5721848011016846,0.4774559438228607,-0.2263062596321106,0.7229814529418945,0.5575730204582214,0.47201165556907654,0.04727187007665634,0.6019224524497986,0.26585376262664795,0.46204859018325806,-0.41147029399871826,0.761104166507721,0.30589091777801514,0.4674423635005951,0.03764805570244789,0.6016807556152344,0.23048736155033112,0.47024136781692505,-0.43435052037239075,0.7755057215690613,0.2700815498828888,0.475790411233902,0.03257112205028534,0.6623017191886902,0.18076878786087036,0.4068705141544342,-0.4649864137172699,0.7880428433418274,0.23998531699180603,0.42644843459129333,-0.027996061369776726,0.5686569809913635,129.27986332095816,78.59065811695164,213.79929910084266,210.60530065337275,219.80668094683747,75.30938327028096,-17.22790002822876,-14.578476548194885
